linea,estilo,estilo,op,minutaje,fecha,fecha,cantidad,minutos_producidos,min_trab,eficiencia_pct,eficiencia,categoria
Línea 72 Sup. JOSE CAPUÑAY,NJ131,1MW892,261306.0,20.384,21/12/2022,12/04/2022,177.0,3607.968,6516.0,55.370902394106814,0.5537090239410681,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,,261305.0,20.816,22/12/2022,,28.0,582.848,7189.0,8.107497565725414,0.08107497565725413,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,Total 1MW892,261306.0,20.384,22/12/2022,,124.0,2527.616,7189.0,35.15949367088608,0.3515949367088608,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,,261306.0,20.384,22/12/2022,Total 12/04/2022,62.0,1263.808,7189.0,17.57974683544304,0.1757974683544304,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,1MW892,261306.0,20.384,22/12/2022,13/04/2022,200.0,4076.8,7189.0,56.708860759493675,0.5670886075949367,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,,261306.0,20.384,23/12/2022,,220.0,4484.48,7281.0,61.59153962367806,0.6159153962367806,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,Total 1MW892,261306.0,20.384,23/12/2022,,73.0,1488.032,7281.0,20.437192693311356,0.20437192693311357,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,,261306.0,20.384,26/12/2022,Total 13/04/2022,93.0,1895.712,6970.0,27.19816355810617,0.2719816355810617,Baja
Línea 72 Sup. JOSE CAPUÑAY,NJ131,1MW892,261306.0,20.8961,26/12/2022,14/04/2022,60.0,1253.766,6970.0,17.98803443328551,0.1798803443328551,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,28/12/2022,,98.0,3837.7682,6180.0,62.09980906148868,0.6209980906148868,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total 1MW892,261932.0,39.1609,29/12/2022,,50.0,1958.045,6817.0,28.72297198181018,0.2872297198181018,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,30/12/2022,Total 14/04/2022,5.0,195.8045,6493.0,3.0156245187124595,0.030156245187124595,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,1MW892,261932.0,39.1609,30/12/2022,15/04/2022,13.0,509.0917,6493.0,7.840623748652395,0.07840623748652395,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,30/12/2022,,3.0,117.4827,6493.0,1.8093747112274756,0.018093747112274756,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total 1MW892,261932.0,39.1609,30/12/2022,,85.0,3328.6765,6493.0,51.265616818111816,0.5126561681811181,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,30/12/2022,Total 15/04/2022,80.0,3132.872,6493.0,48.24999229939935,0.4824999229939935,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,1MW892,261932.0,39.1609,2/01/2023,18/04/2022,90.0,3524.481,5607.0,62.8585874799358,0.628585874799358,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,3/01/2023,,6.0,234.9654,6880.0,3.415194767441861,0.034151947674418606,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,3/01/2023,,27.0,1057.3443,6880.0,15.368376453488372,0.15368376453488372,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total 1MW892,261932.0,39.1609,3/01/2023,,34.0,1331.4706,6880.0,19.35277034883721,0.19352770348837212,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,JAVON,261932.0,39.1609,4/01/2023,,47.0,1840.5623,8882.0,20.72238572393605,0.2072238572393605,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total JAVON,261932.0,39.1609,4/01/2023,,43.0,1683.9187,8882.0,18.958778428281917,0.18958778428281917,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,5/01/2023,Total 18/04/2022,10.0,391.609,9063.0,4.320964360587002,0.04320964360587002,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,1MW892,261932.0,39.1609,5/01/2023,19/04/2022,70.0,2741.263,9063.0,30.24675052410901,0.3024675052410901,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,5/01/2023,,50.0,1958.045,9063.0,21.60482180293501,0.2160482180293501,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total 1MW892,261932.0,39.1609,5/01/2023,,28.0,1096.5052,9063.0,12.098700209643606,0.12098700209643606,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,JAVON,261932.0,39.1609,5/01/2023,,102.0,3994.4118,9063.0,44.07383647798742,0.4407383647798742,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total JAVON,261932.0,39.1609,6/01/2023,,45.0,1762.2405,8865.0,19.87862944162437,0.19878629441624368,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,6/01/2023,Total 19/04/2022,20.0,783.218,8865.0,8.834946418499717,0.08834946418499717,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,JAVON,261932.0,39.1609,6/01/2023,20/04/2022,35.0,1370.6315,8865.0,15.461156232374506,0.15461156232374507,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,7/01/2023,,23.0,900.7007,3104.0,29.017419458762888,0.2901741945876289,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total JAVON,261932.0,39.1609,7/01/2023,,6.0,234.9654,3104.0,7.569761597938143,0.07569761597938143,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,7/01/2023,Total 20/04/2022,14.0,548.2526,3104.0,17.66277706185567,0.17662777061855672,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,JAVON,261932.0,39.1609,9/01/2023,21/04/2022,7.0,274.1263,8941.0,3.065946762107147,0.03065946762107147,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,9/01/2023,,12.0,469.9308,8941.0,5.255908735040823,0.05255908735040823,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,Total JAVON,261932.0,39.1609,9/01/2023,,39.0,1527.2751,8941.0,17.081703388882676,0.17081703388882677,Baja
Línea 72 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,9/01/2023,Total 21/04/2022,84.0,3289.5156,8941.0,36.79136114528577,0.36791361145285767,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,JAVON,273885.0,25.8763,5/01/2024,22/04/2022,90.0,2328.867,6912.0,33.69309895833334,0.3369309895833334,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,,273885.0,25.4355,5/01/2024,,3.0,76.3065,6912.0,1.1039713541666667,0.011039713541666668,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,,273885.0,25.4355,8/01/2024,,3.0,76.3065,6336.0,1.2043323863636364,0.012043323863636364,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,,273885.0,25.8763,8/01/2024,,33.0,853.9179,6336.0,13.477239583333333,0.13477239583333334,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,Total JAVON,273885.0,25.4355,8/01/2024,,6.0,152.613,6336.0,2.4086647727272728,0.024086647727272727,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,,273885.0,25.4355,8/01/2024,Total 22/04/2022,67.0,1704.1785,6336.0,26.896756628787877,0.26896756628787877,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,H8622,273885.0,25.4355,8/01/2024,23/04/2022,26.0,661.323,6336.0,10.437547348484848,0.10437547348484849,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,Total H8622,273885.0,25.4355,8/01/2024,,3.0,76.3065,6336.0,1.2043323863636364,0.012043323863636364,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,JAVON,274177.0,25.4355,8/01/2024,,13.0,330.6615,6336.0,5.218773674242424,0.052187736742424246,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,Total JAVON,273885.0,25.4355,9/01/2024,,30.0,763.065,6336.0,12.043323863636363,0.12043323863636363,Baja
Línea 72 Sup. JOSE CAPUÑAY,1MZ463,,273885.0,25.4355,9/01/2024,Total 23/04/2022,195.0,4959.9225,6336.0,78.28160511363636,0.7828160511363635,Media
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,B-JAVON,274412.0,23.866,11/01/2024,25/04/2022,150.0,3579.9,6336.0,56.500946969696976,0.5650094696969697,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 SU24,Total B-JAVON,274223.0,22.503,12/01/2024,,20.0,450.06,6336.0,7.103219696969696,0.07103219696969697,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 SU24,JAVON,274223.0,22.503,12/01/2024,,85.0,1912.755,6336.0,30.18868371212121,0.3018868371212121,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 SU24,Total JAVON,274225.0,23.866,12/01/2024,,29.0,692.114,6336.0,10.923516414141414,0.10923516414141414,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,,274412.0,23.866,12/01/2024,Total 25/04/2022,7.0,167.062,6336.0,2.6367108585858587,0.026367108585858588,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,Total B-JAVON,274389.0,23.136,13/01/2024,,13.0,300.768,254.0,118.41259842519685,1.1841259842519685,
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,,274389.0,23.136,15/01/2024,,5.0,115.68,6336.0,1.8257575757575757,0.018257575757575757,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,Total DINGYLO,274389.0,23.136,15/01/2024,,17.0,393.312,6336.0,6.207575757575758,0.06207575757575758,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,JAVON,274389.0,23.136,15/01/2024,,22.0,508.992,6336.0,8.033333333333333,0.08033333333333333,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 SU24,,274223.0,23.688,16/01/2024,,27.0,639.576,5937.0,10.772713491662456,0.10772713491662456,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,Total JAVON,274389.0,23.136,16/01/2024,,19.0,439.584,5937.0,7.404143506821627,0.07404143506821627,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,,274389.0,23.136,16/01/2024,Total 26/04/2022,40.0,925.44,5937.0,15.58767054067711,0.1558767054067711,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,H8622,274409.0,23.136,16/01/2024,27/04/2022,9.0,208.224,5937.0,3.5072258716523494,0.035072258716523495,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,Total H8622,274389.0,23.136,17/01/2024,,2.0,46.272,6396.0,0.723452157598499,0.0072345215759849904,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,PHILLIPSON 104,274389.0,23.136,17/01/2024,,30.0,694.08,6396.0,10.851782363977486,0.10851782363977486,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,Total PHILLIPSON 104,274389.0,23.136,17/01/2024,,7.0,161.952,6396.0,2.5320825515947467,0.025320825515947467,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,,274389.0,23.136,17/01/2024,Total 27/04/2022,15.0,347.04,6396.0,5.425891181988743,0.05425891181988743,Baja
Línea 72 Sup. JOSE CAPUÑAY,DINOSO222 FA24,PHILLIPSON 104,274409.0,23.136,17/01/2024,28/04/2022,35.0,809.76,6396.0,12.660412757973733,0.12660412757973732,Baja
