linea,estilo,estilo,op,minutaje,fecha,fecha,cantidad,minutos_producidos,min_trab,eficiencia_pct,eficiencia,categoria
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,25/08/2022,,50.0,1341.525,10216.0,13.131607282693814,0.13131607282693813,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,25/08/2022,,50.0,1341.525,10216.0,13.131607282693814,0.13131607282693813,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,26/08/2022,,110.0,2951.355,9853.0,29.953871917182585,0.29953871917182584,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,26/08/2022,,40.0,1073.22,9853.0,10.892317060793667,0.10892317060793667,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,29/08/2022,,120.0,3219.66,9625.0,33.45101298701299,0.33451012987012985,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,29/08/2022,,30.0,804.915,9625.0,8.362753246753247,0.08362753246753246,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,31/08/2022,,130.0,3487.965,10522.0,33.14925869606539,0.33149258696065387,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,31/08/2022,,120.0,3219.66,10522.0,30.59931571944497,0.3059931571944497,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,1/09/2022,,80.0,2146.44,10710.0,20.041456582633053,0.20041456582633052,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,1/09/2022,,190.0,5097.795,10710.0,47.5984593837535,0.475984593837535,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,2/09/2022,,10.0,268.305,10590.0,2.53356940509915,0.0253356940509915,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,2/09/2022,,143.0,3836.7615,10590.0,36.230042492917846,0.36230042492917847,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,2/09/2022,,135.0,3622.1175,10590.0,34.20318696883852,0.3420318696883852,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257332.0,26.8305,3/09/2022,,25.0,670.7625,5063.0,13.248321153466325,0.13248321153466325,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257337.0,26.8305,5/09/2022,,70.0,1878.135,9935.0,18.90422747861097,0.1890422747861097,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257337.0,26.8305,5/09/2022,,149.0,3997.7445,9935.0,40.238998490186205,0.40238998490186206,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257337.0,26.8305,6/09/2022,,33.0,885.4065,10260.0,8.629692982456142,0.08629692982456141,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257337.0,26.8305,6/09/2022,,30.0,804.915,10260.0,7.845175438596491,0.07845175438596491,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,6/09/2022,,135.0,3622.1175,10260.0,35.30328947368421,0.3530328947368421,Baja
Línea 79 Sup. JOSE CAPUÑAY,PHILLIPSON 104,,249633.0,14.745,7/09/2022,,10.0,147.45,10260.0,1.4371345029239766,0.014371345029239766,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,7/09/2022,,45.0,1207.3725,10260.0,11.767763157894736,0.11767763157894735,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,8/09/2022,,60.0,2068.86,9877.0,20.94623873645844,0.2094623873645844,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,9/09/2022,,155.0,5344.555,10595.0,50.444124587069375,0.5044412458706937,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,10/09/2022,,10.0,344.81,4775.0,7.221151832460733,0.07221151832460733,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,10/09/2022,,30.0,1034.43,4775.0,21.663455497382202,0.21663455497382203,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,12/09/2022,,81.0,2792.961,10451.0,26.724342168213568,0.26724342168213566,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258747.0,34.481,12/09/2022,,12.0,413.772,10451.0,3.9591618026983064,0.039591618026983064,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258748.0,34.481,12/09/2022,,13.0,448.253,10451.0,4.289091952923165,0.04289091952923165,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258748.0,34.481,12/09/2022,,47.0,1620.607,10451.0,15.506717060568368,0.15506717060568367,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258749.0,34.481,12/09/2022,,12.0,413.772,10451.0,3.9591618026983064,0.039591618026983064,Baja
Línea 79 Sup. JOSE CAPUÑAY,SETON,,258749.0,34.481,12/09/2022,,52.0,1793.012,10451.0,17.15636781169266,0.1715636781169266,Baja
Línea 79 Sup. JOSE CAPUÑAY,B-SETON,,258793.0,34.806,12/09/2022,,41.0,1427.046,10451.0,13.654635920007655,0.13654635920007654,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,13/09/2022,,81.0,2173.2705,10552.0,20.595815959059895,0.20595815959059893,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,14/09/2022,,22.0,890.6392,11430.0,7.792118985126859,0.07792118985126859,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257337.0,26.8305,14/09/2022,,9.0,241.4745,11430.0,2.1126377952755906,0.021126377952755907,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,14/09/2022,,1.0,26.8305,11430.0,0.23473753280839899,0.0023473753280839897,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,15/09/2022,,58.0,2348.0488,11064.0,21.22242227042661,0.21222422270426608,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,15/09/2022,,6.0,160.983,11064.0,1.4550162689804773,0.014550162689804772,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,16/09/2022,,118.0,4777.0648,11010.0,43.38841780199819,0.43388417801998186,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,16/09/2022,,3.0,80.4915,11010.0,0.7310762942779292,0.007310762942779292,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,19/09/2022,,81.0,3279.1716,11237.0,29.18191332206105,0.2918191332206105,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,19/09/2022,,127.0,5141.4172,11237.0,45.754357924713,0.45754357924712996,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,20/09/2022,,154.0,6234.4744,13078.0,47.67146658510475,0.47671466585104755,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,20/09/2022,,86.0,3481.5896,13078.0,26.62172809298058,0.2662172809298058,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255998.0,40.4836,21/09/2022,,148.0,5991.5728,11726.0,51.09647620672011,0.5109647620672011,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,21/09/2022,,37.0,1497.8932,11726.0,12.774119051680028,0.12774119051680027,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,21/09/2022,,15.0,607.254,11726.0,5.178696912843255,0.051786969128432545,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,22/09/2022,,2.0,80.9672,10608.0,0.763265460030166,0.007632654600301661,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,22/09/2022,,148.0,5991.5728,10608.0,56.48164404223228,0.5648164404223228,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,22/09/2022,,30.0,1214.508,10608.0,11.44898190045249,0.11448981900452489,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,23/09/2022,,2.0,80.9672,10830.0,0.7476195752539243,0.007476195752539243,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,23/09/2022,,7.0,283.3852,10830.0,2.6166685133887353,0.026166685133887355,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,256000.0,40.4836,23/09/2022,,70.0,2833.852,10830.0,26.166685133887345,0.26166685133887346,Baja
Línea 79 Sup. JOSE CAPUÑAY,ANTRAM,,257777.0,26.8305,26/09/2022,,7.0,187.8135,9741.0,1.9280720665229443,0.019280720665229442,Baja
Línea 79 Sup. JOSE CAPUÑAY,LAMONT 124,,255999.0,40.4836,27/09/2022,,98.0,3967.3928,9870.0,40.19648226950355,0.4019648226950355,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,27/09/2022,,94.0,2745.1666,9870.0,27.813238095238095,0.27813238095238096,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,28/09/2022,,93.0,2715.9627,10321.0,26.314918128088365,0.26314918128088366,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,261373.0,29.2039,28/09/2022,,77.0,2248.7003,10321.0,21.787620385621548,0.21787620385621548,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,29/09/2022,,93.0,2715.9627,10556.0,25.72908961727927,0.2572908961727927,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,29/09/2022,,27.0,788.5053,10556.0,7.4697356953391445,0.07469735695339144,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,30/09/2022,,253.0,7388.5867,10315.0,71.62953659718856,0.7162953659718856,Media
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,30/09/2022,,244.0,7125.7516,10315.0,69.08145031507513,0.6908145031507513,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,4/10/2022,,170.0,4964.663,9390.0,52.87181043663472,0.5287181043663471,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,5/10/2022,,150.0,4380.585,9460.0,46.306395348837206,0.46306395348837204,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,5/10/2022,,50.0,1460.195,9460.0,15.435465116279069,0.15435465116279068,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,6/10/2022,,150.0,4380.585,9390.0,46.65159744408946,0.4665159744408946,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,7/10/2022,,80.0,2336.312,9391.0,24.87820253434139,0.2487820253434139,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,7/10/2022,,280.0,8177.092,9391.0,87.07370887019486,0.8707370887019487,Alta
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,7/10/2022,,50.0,1460.195,9391.0,15.54887658396337,0.1554887658396337,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,10/10/2022,,230.0,6716.897,10176.0,66.00724253144654,0.6600724253144654,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,11/10/2022,,280.0,8177.092,10057.0,81.30746743561697,0.8130746743561698,Media
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,12/10/2022,,280.0,8177.092,9216.0,88.7271267361111,0.8872712673611111,Alta
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,13/10/2022,,270.0,7885.053,8981.0,87.79704932635563,0.8779704932635564,Alta
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,14/10/2022,,10.0,292.039,9478.0,3.081230217345431,0.03081230217345431,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,14/10/2022,,280.0,8177.092,9478.0,86.27444608567207,0.8627444608567206,Alta
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,17/10/2022,,124.0,3621.2836,9216.0,39.29344184027778,0.3929344184027778,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,17/10/2022,,56.0,1635.4184,9216.0,17.74542534722222,0.1774542534722222,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,18/10/2022,,172.0,5023.0708,9792.0,51.297700163398694,0.512977001633987,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,19/10/2022,,76.0,2219.4964,9951.0,22.30425484875892,0.2230425484875892,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,19/10/2022,,105.0,3066.4095,9951.0,30.81508893578535,0.3081508893578535,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,20/10/2022,,250.0,7300.975,10694.0,68.2716944080793,0.682716944080793,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,21/10/2022,,65.0,1898.2535,10812.0,17.556913614502406,0.17556913614502406,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,21/10/2022,,235.0,6862.9165,10812.0,63.47499537550869,0.6347499537550869,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,24/10/2022,,20.0,525.146,9216.0,5.698198784722222,0.05698198784722222,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,260847.0,29.2039,24/10/2022,,70.0,2044.273,9216.0,22.181781684027776,0.22181781684027777,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MW892,,261373.0,29.2039,24/10/2022,,1.0,29.2039,9216.0,0.31688259548611114,0.0031688259548611113,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,25/10/2022,,80.0,2100.584,9163.0,22.924631670850157,0.22924631670850157,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,26/10/2022,,100.0,2625.73,9792.0,26.815053104575163,0.26815053104575165,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,26/10/2022,,30.0,787.719,9792.0,8.04451593137255,0.08044515931372549,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,27/10/2022,,70.0,1838.011,9748.0,18.85526261797292,0.18855262617972918,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,27/10/2022,,100.0,2625.73,9748.0,26.936089454247025,0.26936089454247025,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,28/10/2022,,100.0,2625.73,9913.0,26.48774336729547,0.2648774336729547,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,28/10/2022,,100.0,2625.73,9913.0,26.48774336729547,0.2648774336729547,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,28/10/2022,,80.0,2100.584,9913.0,21.190194693836375,0.21190194693836376,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,28/10/2022,,80.0,2100.584,9913.0,21.190194693836375,0.21190194693836376,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,28/10/2022,,100.0,2625.73,9913.0,26.48774336729547,0.2648774336729547,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,31/10/2022,,100.0,2625.73,10017.0,26.21273834481382,0.2621273834481382,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,31/10/2022,,100.0,2625.73,10017.0,26.21273834481382,0.2621273834481382,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,31/10/2022,,50.0,1312.865,10017.0,13.10636917240691,0.1310636917240691,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,2/11/2022,,28.0,735.2044,9914.0,7.415820052451079,0.07415820052451079,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,2/11/2022,,150.0,3938.595,9914.0,39.72760742384507,0.39727607423845074,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,2/11/2022,,25.0,656.4325,9914.0,6.621267903974178,0.06621267903974178,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,3/11/2022,,125.0,3282.1625,10067.0,32.60318366941492,0.3260318366941492,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,3/11/2022,,99.0,2599.4727,10067.0,25.821721466176616,0.25821721466176617,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,4/11/2022,,100.0,2625.73,10273.0,25.55952496836367,0.2555952496836367,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,4/11/2022,,100.0,2625.73,10273.0,25.55952496836367,0.2555952496836367,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,4/11/2022,,100.0,2625.73,10273.0,25.55952496836367,0.2555952496836367,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,7/11/2022,,100.0,2625.73,10052.0,26.121468364504572,0.26121468364504574,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,7/11/2022,,58.0,1522.9234,10052.0,15.150451651412652,0.15150451651412652,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,7/11/2022,,100.0,2625.73,10052.0,26.121468364504572,0.26121468364504574,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,8/11/2022,,100.0,2625.73,10084.0,26.038575961919875,0.26038575961919874,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,8/11/2022,,100.0,2625.73,10084.0,26.038575961919875,0.26038575961919874,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,8/11/2022,,100.0,2625.73,10084.0,26.038575961919875,0.26038575961919874,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,9/11/2022,,100.0,2625.73,10059.0,26.103290585545285,0.26103290585545286,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,9/11/2022,,100.0,2625.73,10059.0,26.103290585545285,0.26103290585545286,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,9/11/2022,,100.0,2625.73,10059.0,26.103290585545285,0.26103290585545286,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,10/11/2022,,100.0,2625.73,9710.0,27.041503604531407,0.2704150360453141,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,10/11/2022,,94.0,2468.1862,9710.0,25.419013388259525,0.25419013388259526,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,10/11/2022,,90.0,2363.157,9710.0,24.337353244078272,0.24337353244078272,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,10/11/2022,,36.0,945.2628,9710.0,9.734941297631309,0.0973494129763131,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,11/11/2022,,3.0,78.7719,9792.0,0.8044515931372549,0.008044515931372549,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,11/11/2022,,10.0,262.573,9792.0,2.681505310457516,0.026815053104575163,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MY526,,259453.0,26.2573,11/11/2022,,10.0,262.573,9792.0,2.681505310457516,0.026815053104575163,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,11/11/2022,,50.0,1429.095,9792.0,14.594515931372548,0.14594515931372548,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,14/11/2022,,120.0,3429.828,10099.0,33.962055649074166,0.3396205564907417,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,15/11/2022,,150.0,4287.285,9843.0,43.556690033526365,0.43556690033526363,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,16/11/2022,,30.0,857.457,10548.0,8.129095563139932,0.08129095563139932,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,16/11/2022,,150.0,4287.285,10548.0,40.64547781569966,0.40645477815699654,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,17/11/2022,,150.0,4287.285,10862.0,39.47049346345056,0.39470493463450557,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,18/11/2022,,200.0,5716.38,10819.0,52.83649135779647,0.5283649135779647,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,21/11/2022,,175.0,5001.8325,11320.0,44.18579946996467,0.4418579946996467,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,22/11/2022,,210.0,6002.199,10792.0,55.61711452928094,0.5561711452928094,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,23/11/2022,,163.0,4658.8497,11332.0,41.11233409812919,0.4111233409812919,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,23/11/2022,,107.0,3058.2633,11332.0,26.987851217790325,0.26987851217790326,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,24/11/2022,,198.0,5659.2162,12090.0,46.80906699751861,0.4680906699751861,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,24/11/2022,,300.0,8574.57,12090.0,70.9228287841191,0.7092282878411911,Media
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,25/11/2022,,73.0,2086.4787,11016.0,18.940438453159043,0.18940438453159042,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,28/11/2022,,150.0,4287.285,11338.0,37.813415064385254,0.37813415064385253,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,29/11/2022,,100.0,2858.19,11448.0,24.966719077568133,0.24966719077568134,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,30/11/2022,,70.0,2000.733,10788.0,18.54591212458287,0.1854591212458287,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,30/11/2022,,296.0,8460.2424,10788.0,78.42271412680756,0.7842271412680756,Media
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,30/11/2022,,100.0,2858.19,10788.0,26.49416017797553,0.2649416017797553,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,1/12/2022,,188.0,5373.3972,10848.0,49.53352876106195,0.4953352876106195,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.5819,2/12/2022,,12.0,342.9828,10921.0,3.140580532918231,0.03140580532918231,Baja
Línea 79 Sup. JOSE CAPUÑAY,TENORE 18_US,,261293.0,28.9169,2/12/2022,,312.0,9022.0728,10921.0,82.61214907059792,0.8261214907059792,Media
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,5/12/2022,,24.0,653.2296,10944.0,5.968837719298246,0.05968837719298246,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,6/12/2022,,100.0,2721.79,10780.0,25.24851576994434,0.2524851576994434,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,7/12/2022,,142.0,3864.9418,10227.0,37.791549819106294,0.37791549819106296,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,13/12/2022,,16.0,435.4864,11328.0,3.8443361581920903,0.0384433615819209,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,13/12/2022,,420.0,11431.518,11328.0,100.91382415254238,1.0091382415254238,
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,14/12/2022,,234.0,6368.9886,10786.0,59.04866122751715,0.5904866122751715,Baja
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,15/12/2022,,300.0,8165.37,10848.0,75.27074115044248,0.7527074115044248,Media
Línea 79 Sup. JOSE CAPUÑAY,1MS420,,261254.0,27.2179,16/12/2022,,48.0,1306.4592,9912.0,13.180581113801454,0.13180581113801454,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,21/12/2022,,67.0,2623.7803,10055.0,26.094284435604177,0.26094284435604176,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,40.1599,21/12/2022,,67.0,2690.7133,10055.0,26.75995325708603,0.2675995325708603,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,22/12/2022,,12.0,469.9308,9844.0,4.773778951645672,0.04773778951645671,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,22/12/2022,,5.0,195.8045,9844.0,1.9890745631856968,0.019890745631856967,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,40.1599,22/12/2022,,44.0,1767.0356,9844.0,17.950381958553432,0.17950381958553432,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,22/12/2022,,34.0,1331.4706,9844.0,13.52570702966274,0.1352570702966274,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,22/12/2022,,25.0,979.0225,9844.0,9.945372815928485,0.09945372815928484,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,23/12/2022,,6.0,234.9654,10177.0,2.308788444531787,0.023087884445317872,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,23/12/2022,,150.0,5874.135,10177.0,57.71971111329469,0.5771971111329469,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,23/12/2022,,100.0,3916.09,10177.0,38.479807408863124,0.38479807408863126,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,26/12/2022,,50.0,1958.045,10121.0,19.346359055429307,0.19346359055429307,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,28/12/2022,,44.0,1723.0796,10455.0,16.480914395026304,0.16480914395026303,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261954.0,39.1609,28/12/2022,,56.0,2193.0104,10455.0,20.97570923003348,0.2097570923003348,Baja
Línea 79 Sup. JOSE CAPUÑAY,W-LEE,,261932.0,39.1609,29/12/2022,,50.0,1958.045,10131.0,19.32726285657882,0.1932726285657882,Baja
